[공통 DB 연결] process.env.DB_NAME: bettingDB
[업서트] J리그 | Port Adelaide Football Club vs Carlton Football Club | null - null | status: scheduled | result: pending
[업서트] MLS | Kiwoom Heroes vs Kia Tigers | 9 - 6 | status: finished | result: home_win
[업서트] MLS | San Diego Padres vs Washington Nationals | 6 - 10 | status: finished | result: away_win
[업서트] MLS | Los Angeles Angels vs Boston Red Sox | 9 - 5 | status: finished | result: home_win
[업서트] MLS | New York Mets vs Atlanta Braves | 4 - 7 | status: finished | result: away_win
[업서트] MLS | Kansas City Royals vs Tampa Bay Rays | 1 - 5 | status: finished | result: away_win
[업서트] MLS | Baltimore Orioles vs Texas Rangers | 5 - 6 | status: finished | result: away_win
[업서트] MLS | Cleveland Guardians vs Toronto Blue Jays | 6 - 10 | status: finished | result: away_win
[업서트] MLS | Cincinnati Reds vs New York Yankees | 5 - 4 | status: finished | result: home_win
[업서트] MLS | Chicago White Sox vs Arizona Diamondbacks | 1 - 4 | status: finished | result: away_win
[업서트] MLS | Milwaukee Brewers vs Pittsburgh Pirates | 9 - 3 | status: finished | result: home_win
[업서트] MLS | Minnesota Twins vs Seattle Mariners | 5 - 6 | status: finished | result: away_win
[업서트] MLS | NC Dinos vs Lotte Giants | null - null | status: postponed | result: pending
[업서트] MLS | Doosan Bears vs SSG Landers | 5 - 0 | status: finished | result: home_win
[업서트] MLS | Iowa Cubs vs Columbus Clippers | 0 - 12 | status: finished | result: away_win
[업서트] MLS | Wei Chuan Dragons vs Rakuten Monkeys | 3 - 11 | status: finished | result: away_win
[업서트] MLS | Fubon Guardians vs Uni-President Lions | 5 - 0 | status: finished | result: home_win
[업서트] MLS | Piratas de Campeche vs Diablos Rojos del México | 5 - 11 | status: finished | result: away_win
[업서트] MLS | Detroit Tigers vs Athletics | 11 - 4 | status: finished | result: home_win
[업서트] MLS | Toledo Mud Hens vs Charlotte Knights | 4 - 3 | status: finished | result: home_win
[업서트] MLS | Buffalo Bisons vs Lehigh Valley IronPigs | 1 - 4 | status: finished | result: away_win
[업서트] MLS | Durham Bulls vs Memphis Redbirds | 15 - 6 | status: finished | result: home_win
[업서트] MLS | KT Wiz vs LG Twins | 5 - 0 | status: finished | result: home_win
[업서트] MLS | Norfolk Tides vs Gwinnett Stripers | 3 - 1 | status: finished | result: home_win
[업서트] MLS | Scranton-Wilkes-Barre RailRiders vs Worcester Red Sox | 6 - 5 | status: finished | result: home_win
[업서트] MLS | Rochester Red Wings vs Syracuse Mets | 5 - 12 | status: finished | result: away_win
[업서트] MLS | Indianapolis Indians vs Omaha Storm Chasers | 9 - 1 | status: finished | result: home_win
[업서트] MLS | Chiba Lotte Marines vs Yomiuri Giants | 6 - 4 | status: finished | result: home_win
[업서트] MLS | Conspiradores de Querétaro vs Sultanes de Monterrey | 9 - 7 | status: finished | result: home_win
[업서트] MLS | Samsung Lions vs Hanwha Eagles | null - null | status: postponed | result: pending
[업서트] MLS | Italy Basketball Women vs Turkey Basketball Women | 76 - 74 | status: scheduled | result: home_win
[업서트] MLS | Ulm vs Bayern München Basketball | 53 - 67 | status: finished | result: away_win
[업서트] MLS | France Basketball Women vs Lithuania Basketball Women | 83 - 61 | status: finished | result: home_win
[업서트] MLS | KK Spartak Subotica vs KK Partizan | 79 - 93 | status: finished | result: away_win
[업서트] MLS | Paris Basketball vs AS Monaco Basket | 99 - 93 | status: finished | result: home_win
[업서트] MLS | Northern Knights vs North West Warriors | 42 - 181 | status: finished | result: away_win
[업서트] MLS | Leinster Lightning vs Munster Reds | 123 - 122 | status: finished | result: home_win
[업서트] MLS | MI New York vs San Francisco Unicorns | 199 - 246 | status: finished | result: away_win
[업서트] MLS | Germany Hockey vs Australia Hockey | 3 - 2 | status: finished | result: home_win
[업서트] MLS | 22 de Julio vs San Antonio FC | 0 - 1 | status: finished | result: away_win
[업서트] MLS | Changchun Xidu vs Hubei Istar | 1 - 0 | status: finished | result: home_win
[업서트] MLS | Brera Ilch vs SP Falcons | 2 - 5 | status: finished | result: away_win
[업서트] MLS | Al Wahda Damascus vs Hutteen SC | 0 - 2 | status: finished | result: away_win
[업서트] MLS | Portland Bangers vs Lane United | 1 - 1 | status: finished | result: draw
[업서트] MLS | Southern California Eagles vs FC Tucson | 2 - 2 | status: finished | result: draw
[업서트] MLS | CISA vs Albion SC Colorado | 2 - 3 | status: finished | result: away_win
[업서트] MLS | AC Connecticut vs Vermont Green | 0 - 0 | status: finished | result: draw
[업서트] MLS | Charlotte Eagles vs SC United Bantams | 0 - 2 | status: finished | result: away_win
[업서트] MLS | Virginia Beach United vs Virginia Marauders | 3 - 0 | status: finished | result: home_win
[업서트] MLS | Lansing City Football vs AFC Ann Arbor | 2 - 3 | status: finished | result: away_win
[업서트] MLS | Tacoma Stars vs Ballard FC | 0 - 11 | status: finished | result: away_win
[업서트] MLS | Asheville City SC vs East Atlanta Dutch Lions | 4 - 0 | status: finished | result: home_win
[업서트] MLS | Ventura County Fusion vs FC Capo II | 2 - 0 | status: finished | result: home_win
[업서트] MLS | Guadeloupe vs Guatemala | 2 - 3 | status: finished | result: away_win
[업서트] MLS | Panama vs Jamaica | 4 - 1 | status: finished | result: home_win
[업서트] MLS | Tishreen vs Taliya SC | 0 - 2 | status: finished | result: away_win
[업서트] MLS | Lambton Jaffas vs Broadmeadow Magic | 1 - 2 | status: finished | result: away_win
[업서트] MLS | New Lambton vs Charlestown Azzurri | 2 - 1 | status: finished | result: home_win
[업서트] MLS | Al Mirghani vs Al-Merrikh Al-Ubayyid | null - null | status: postponed | result: pending
[업서트] MLS | Al-Zamala Umrawaba vs Al-Ahli Wad Madani | null - null | status: postponed | result: pending
[업서트] MLS | Alittihad Misurata vs Al-Ittihad Tripoli | 0 - 1 | status: finished | result: away_win
[업서트] MLS | Maniema Union vs DCMP Imana | 2 - 0 | status: finished | result: home_win
[업서트] MLS | Saint-Éloi Lupopo vs TP Mazembe | 1 - 1 | status: finished | result: draw
[업서트] MLS | Simba Kolwezi vs Vita Club | 0 - 0 | status: finished | result: draw
[업서트] MLS | Don Bosco vs Sanga Balende | 3 - 0 | status: finished | result: home_win
[업서트] MLS | Inter Miami vs Palmeiras | 2 - 2 | status: finished | result: draw
[업서트] MLS | FC Porto vs Al Ahly SC | 4 - 4 | status: finished | result: draw
[업서트] MLS | Gauthiod vs IK Zenith | 2 - 3 | status: finished | result: away_win
[업서트] MLS | Järfälla vs Franke | 5 - 1 | status: finished | result: home_win
[업서트] MLS | Stocksund vs Karlberg | 0 - 5 | status: finished | result: away_win
[업서트] MLS | Räppe vs Kristianstad | 1 - 0 | status: finished | result: home_win
[업서트] MLS | Benfica vs Bayern Munich | 1 - 0 | status: finished | result: home_win
[업서트] MLS | Auckland City vs Boca Juniors | 1 - 1 | status: finished | result: draw
[업서트] MLS | Klubi 04 vs HJK Helsinki | 0 - 4 | status: finished | result: away_win
[업서트] MLS | AC Oulu vs SJK Seinajoki | 2 - 0 | status: finished | result: home_win
[업서트] MLS | Haka vs KuPS | 1 - 4 | status: finished | result: away_win
[업서트] MLS | Ekenäs IF vs Jaro | 2 - 4 | status: finished | result: away_win
[업서트] MLS | La Luz vs Atenas | 1 - 1 | status: finished | result: draw
[업서트] MLS | Ahal vs Arkadag | 0 - 3 | status: finished | result: away_win
[업서트] MLS | Manta vs Orense | 0 - 0 | status: finished | result: draw
[업서트] MLS | Hawasa Ketema vs Adama Kenema | 2 - 1 | status: finished | result: home_win
[업서트] MLS | Fasil Kenema vs Sidama Bunna | 1 - 1 | status: finished | result: draw
[업서트] MLS | Goiás vs Athletic Club-MG | 1 - 2 | status: finished | result: away_win
[업서트] MLS | Žalgiris Vilnius vs Hegelmann Litauen | 0 - 1 | status: finished | result: away_win
[업서트] MLS | Volgar Astrakhan vs Chelyabinsk | 1 - 1 | status: finished | result: draw
[업서트] MLS | Venezuela U17 vs Paraguay U17 | 3 - 2 | status: finished | result: home_win
[업서트] MLS | Turkey U17 vs Chile U17 | 1 - 2 | status: finished | result: away_win
[업서트] MLS | Tishreen vs Taliya SC | 0 - 1 | status: scheduled | result: away_win
[업서트] MLS | Dainava vs Banga Gargždai | 2 - 1 | status: finished | result: home_win
[업서트] MLS | Kauno Žalgiris vs Panevėžys | 3 - 0 | status: finished | result: home_win
[업서트] MLS | GKS Katowice vs Pogoń Szczecin | null - null | status: scheduled | result: pending
[업서트] MLS | New York Mets vs Atlanta Braves | 2 - 3 | status: finished | result: away_win
[업서트] MLS | Cincinnati Reds vs New York Yankees | 6 - 1 | status: finished | result: home_win
[업서트] MLS | Chicago White Sox vs Arizona Diamondbacks | 0 - 10 | status: finished | result: away_win
[업서트] MLS | Baltimore Orioles vs Texas Rangers | 6 - 0 | status: finished | result: home_win
[업서트] MLS | Milwaukee Brewers vs Pittsburgh Pirates | 4 - 5 | status: finished | result: away_win
[업서트] MLS | Minnesota Twins vs Seattle Mariners | 2 - 11 | status: finished | result: away_win
[업서트] MLS | St. Louis Cardinals vs Chicago Cubs | 8 - 2 | status: finished | result: home_win
[업서트] MLS | Olmecas de Tabasco vs Charros de Jalisco | 7 - 1 | status: finished | result: home_win
[업서트] MLS | Rieleros de Aguascalientes vs El Águila de Veracruz | 7 - 5 | status: finished | result: home_win
[업서트] MLS | Piratas de Campeche vs Caliente de Durango | 2 - 1 | status: finished | result: home_win
[업서트] MLS | Conspiradores de Querétaro vs Sultanes de Monterrey | 7 - 4 | status: finished | result: home_win
[업서트] MLS | Leones de Yucatán vs Toros de Tijuana | null - null | status: postponed | result: pending
[업서트] MLS | El Paso Chihuahuas vs Reno Aces | 4 - 12 | status: finished | result: away_win
[업서트] MLS | Golden State Valkyries vs Connecticut Sun | 87 - 63 | status: finished | result: home_win
[업서트] MLS | Besiktas Basketbol vs Fenerbahçe Basketbol | 87 - 91 | status: finished | result: away_win
[업서트] MLS | Boca Juniors vs Quimsa | 70 - 58 | status: finished | result: home_win
[업서트] MLS | Oklahoma City Thunder vs Indiana Pacers | 103 - 91 | status: finished | result: home_win
[업서트] MLS | Texas Super Kings vs Washington Freedom | 220 - 223 | status: finished | result: away_win
[업서트] MLS | Charlotte Checkers vs Abbotsford Canucks | 2 - 3 | status: finished | result: away_win
[업서트] MLS | Central Pulse vs Southern Steel | null - null | status: scheduled | result: pending
[업서트] MLS | ÍBV Vestmannaeyjar vs Afturelding | 1 - 2 | status: finished | result: away_win
[업서트] MLS | Valur vs KR Reykjavík | 6 - 1 | status: finished | result: home_win
[업서트] MLS | Everton de Viña del Mar vs O'Higgins | 0 - 1 | status: finished | result: away_win
[업서트] MLS | San Diego Wave vs Washington Spirit | 0 - 0 | status: finished | result: draw
[업서트] MLS | Bohemians vs Shamrock Rovers | 2 - 0 | status: finished | result: home_win
[업서트] MLS | Cork City vs Drogheda United | 1 - 1 | status: finished | result: draw
[업서트] MLS | Sligo Rovers vs Galway United | 2 - 1 | status: finished | result: home_win
[업서트] MLS | St Patricks vs Derry City | 0 - 1 | status: finished | result: away_win
[업서트] MLS | Waterford vs Shelbourne | 2 - 2 | status: finished | result: draw
[업서트] MLS | GIF Sundsvall vs Trelleborgs FF | 4 - 2 | status: finished | result: home_win
[업서트] MLS | Helsingborg vs Umeå | 5 - 1 | status: finished | result: home_win
[업서트] MLS | Wolayta Dicha vs Diredawa Ketema | 1 - 0 | status: finished | result: home_win
[업서트] MLS | Hadia Hosaina vs Arba Minch Kenema | 0 - 1 | status: finished | result: away_win
[업서트] MLS | Dinamo Samarqand vs Bunyodkor | 0 - 3 | status: finished | result: away_win
[업서트] MLS | Operário Ferroviário vs Novorizontino | 2 - 0 | status: finished | result: home_win
[업서트] MLS | Mjøndalen vs Skeid | 1 - 4 | status: finished | result: away_win
[업서트] MLS | Nueva Chicago vs Colón | 1 - 0 | status: finished | result: home_win
[업서트] MLS | Olimpo vs Santamarina | 1 - 1 | status: finished | result: draw
[업서트] MLS | Bartolomé Mitre vs Sarmiento de La Banda | 0 - 1 | status: finished | result: away_win
[업서트] MLS | PK-35 vs SJK Akatemia | 2 - 1 | status: finished | result: home_win
[업서트] MLS | Vakhsh Bokhtar vs Khujand | 2 - 1 | status: finished | result: home_win
[업서트] MLS | Melbourne Victory Youth vs Port Melbourne | 1 - 2 | status: finished | result: away_win
[업서트] MLS | Deportivo Paraguayo vs CA Atlas | 2 - 1 | status: finished | result: home_win
[업서트] MLS | Hunters vs FC Ulaanbaatar | 2 - 4 | status: finished | result: away_win
[업서트] MLS | Kings Hammer FC vs Dayton Dutch Lions | 2 - 2 | status: finished | result: draw
[업서트] MLS | AHFC Royals vs Lonestar SC | 2 - 3 | status: finished | result: away_win
[업서트] MLS | Sporting JAX vs Brooke House | 2 - 0 | status: finished | result: home_win
[업서트] MLS | Mexico vs Costa Rica | 0 - 0 | status: finished | result: draw
[업서트] MLS | Dominican Republic vs Suriname | 0 - 0 | status: finished | result: draw
[업서트] MLS | Bray Wanderers vs UCD | 1 - 3 | status: finished | result: away_win
[업서트] MLS | Cobh Ramblers vs Kerry | 1 - 0 | status: finished | result: home_win
[업서트] MLS | Hay Al Wadi vs Alamal SC Atbara | null - null | status: postponed | result: pending
[업서트] MLS | Portugal Women vs Nigeria Women | 0 - 0 | status: finished | result: draw
[업서트] MLS | Al Sadaqa vs Al-Akhdar | 0 - 2 | status: finished | result: away_win
[업서트] MLS | Finn Harps vs Dundalk | 1 - 0 | status: finished | result: home_win
[업서트] MLS | Al-Hilal Benghazi vs Al-Nasr SCSC | 2 - 1 | status: finished | result: home_win
[업서트] MLS | Cerro Largo vs Plaza Colonia | 0 - 1 | status: finished | result: away_win
[업서트] MLS | Boston River vs Montevideo City Torque | 2 - 1 | status: finished | result: home_win
[업서트] MLS | Longford Town vs Athlone Town | 3 - 2 | status: finished | result: home_win
[업서트] MLS | Dinamo-2 Minsk vs Bumprom Gomel | 0 - 2 | status: finished | result: away_win
[업서트] MLS | Minsk-2 vs UniXLabs Minsk | 1 - 1 | status: finished | result: draw
[업서트] MLS | Treaty United vs Wexford | 0 - 0 | status: finished | result: draw
[업서트] MLS | Independiente CG vs Deportivo Capiatá | 1 - 2 | status: finished | result: away_win
[업서트] MLS | Al-Ahly Benghazi vs Al-Tahaddi | 3 - 0 | status: finished | result: home_win
[업서트] MLS | Manchester City vs Al Ain | 6 - 0 | status: finished | result: home_win
[업서트] MLS | Netherlands U19 vs Romania U19 | 3 - 1 | status: finished | result: home_win
[업서트] MLS | Atletico Madrid vs Botafogo | 1 - 0 | status: finished | result: home_win
[업서트] MLS | Spain U19 vs Germany U19 | 3 - 3 | status: finished | result: draw
[업서트] MLS | Seattle Sounders FC vs Paris SG | 0 - 2 | status: finished | result: away_win
[업서트] MLS | Renaissance vs Wakriya | 0 - 4 | status: finished | result: away_win
[업서트] MLS | Ashanti Golden Boys vs CI Kamsar | 2 - 0 | status: finished | result: home_win
[업서트] MLS | Breiðablik vs Fram Reykjavík | 1 - 1 | status: finished | result: draw
[업서트] MLS | Sportivo Carapeguá vs Guaraní de Fram | 1 - 1 | status: finished | result: draw
[업서트] MLS | Hamburg Sea Devils vs Prague Lions | 14 - 19 | status: finished | result: away_win
[업서트] MLS | Berlin Thunder vs Munich Ravens | 12 - 35 | status: finished | result: away_win
[업서트] MLS | Paris Musketeers vs Frankfurt Galaxy | 35 - 16 | status: finished | result: home_win
[업서트] MLS | BC Lions vs Winnipeg Blue Bombers | 14 - 27 | status: scheduled | result: away_win
[업서트] MLS | Stuttgart Surge vs Cologne Centurions | 88 - 7 | status: finished | result: home_win
[업서트] MLS | Western Bulldogs vs Richmond Football Club | null - null | status: scheduled | result: pending
[업서트] MLS | Greater Western Sydney Giants vs Gold Coast Football Club | 106 - 99 | status: finished | result: home_win
[업서트] MLS | Saraperos de Saltillo vs Pericos de Puebla | 12 - 4 | status: finished | result: home_win
[업서트] MLS | Saraperos de Saltillo vs Pericos de Puebla | 4 - 3 | status: finished | result: home_win
[업서트] MLS | Tigres de Quintana Roo vs Tecolotes de los Dos Laredos | 7 - 5 | status: finished | result: home_win
[업서트] MLS | Tigres de Quintana Roo vs Tecolotes de los Dos Laredos | 2 - 1 | status: finished | result: home_win
[업서트] MLS | Conspiradores de Querétaro vs Sultanes de Monterrey | null - null | status: postponed | result: pending
[업서트] MLS | Dorados de Chihuahua vs Guerreros de Oaxaca | 7 - 6 | status: finished | result: home_win
[업서트] MLS | Hanwha Eagles vs Kiwoom Heroes | 10 - 4 | status: finished | result: home_win
[업서트] MLS | KT Wiz vs NC Dinos | 0 - 2 | status: finished | result: away_win
[업서트] MLS | Dorados de Chihuahua vs Guerreros de Oaxaca | 10 - 6 | status: finished | result: home_win
[업서트] MLS | Colorado Rockies vs Arizona Diamondbacks | 3 - 5 | status: finished | result: away_win
[업서트] MLS | Los Angeles Dodgers vs Washington Nationals | 3 - 7 | status: finished | result: away_win
[업서트] MLS | Los Angeles Angels vs Houston Astros | 9 - 1 | status: finished | result: home_win
[업서트] MLS | Philadelphia Phillies vs New York Mets | 7 - 1 | status: finished | result: home_win
[업서트] MLS | Toronto Blue Jays vs Chicago White Sox | 2 - 4 | status: finished | result: away_win
[업서트] MLS | Miami Marlins vs Atlanta Braves | 5 - 3 | status: finished | result: home_win
[업서트] MLS | Minnesota Twins vs Milwaukee Brewers | 8 - 9 | status: finished | result: away_win
[업서트] MLS | St. Louis Cardinals vs Cincinnati Reds | 1 - 4 | status: finished | result: away_win
[업서트] MLS | Chicago Cubs vs Seattle Mariners | 6 - 14 | status: finished | result: away_win
[업서트] MLS | San Diego Padres vs Kansas City Royals | 3 - 2 | status: finished | result: home_win
[업서트] MLS | Tampa Bay Rays vs Detroit Tigers | 3 - 9 | status: finished | result: away_win
[업서트] MLS | Pittsburgh Pirates vs Texas Rangers | 8 - 3 | status: finished | result: home_win
[업서트] MLS | New York Yankees vs Baltimore Orioles | 4 - 2 | status: finished | result: home_win
[업서트] MLS | Los Angeles Dodgers vs Washington Nationals | 13 - 7 | status: finished | result: home_win
[업서트] MLS | Colorado Rockies vs Arizona Diamondbacks | 4 - 2 | status: finished | result: home_win
[업서트] MLS | San Francisco Giants vs Boston Red Sox | 9 - 5 | status: finished | result: home_win
[업서트] MLS | Los Angeles Angels vs Houston Astros | 7 - 8 | status: finished | result: away_win
[업서트] MLS | Rieleros de Aguascalientes vs El Águila de Veracruz | 4 - 10 | status: finished | result: away_win
[업서트] MLS | Athletics vs Cleveland Guardians | 2 - 4 | status: finished | result: away_win
[업서트] MLS | Athletics vs Cleveland Guardians | 0 - 3 | status: finished | result: away_win
[업서트] MLS | El Paso Chihuahuas vs Reno Aces | 3 - 4 | status: finished | result: away_win
[업서트] MLS | Tacoma Rainiers vs Albuquerque Isotopes | 6 - 2 | status: finished | result: home_win
[업서트] MLS | Oklahoma City Comets vs Round Rock Express | 4 - 3 | status: finished | result: home_win
[업서트] MLS | Salt Lake Bees vs Sacramento River Cats | 3 - 9 | status: finished | result: away_win
[업서트] MLS | Oklahoma City Comets vs Round Rock Express | 10 - 8 | status: finished | result: home_win
[업서트] MLS | Salt Lake Bees vs Sacramento River Cats | 11 - 1 | status: finished | result: home_win
[업서트] MLS | Tacoma Rainiers vs Albuquerque Isotopes | 7 - 2 | status: finished | result: home_win
[업서트] MLS | Columbus Clippers vs Indianapolis Indians | 8 - 6 | status: finished | result: home_win
[업서트] MLS | Louisville Bats vs Scranton-Wilkes-Barre RailRiders | 2 - 3 | status: finished | result: away_win
[업서트] MLS | Worcester Red Sox vs Buffalo Bisons | 12 - 10 | status: finished | result: home_win
[업서트] MLS | LG Twins vs Doosan Bears | 13 - 5 | status: finished | result: home_win
[업서트] MLS | Lotte Giants vs Samsung Lions | 9 - 6 | status: finished | result: home_win
[업서트] MLS | Lehigh Valley IronPigs vs Rochester Red Wings | null - null | status: postponed | result: pending
[업서트] MLS | Memphis Redbirds vs Norfolk Tides | 9 - 0 | status: finished | result: home_win
[업서트] MLS | SSG Landers vs Kia Tigers | 4 - 5 | status: finished | result: away_win
[업서트] MLS | Nashville Sounds vs Iowa Cubs | 1 - 0 | status: finished | result: home_win
[업서트] MLS | St. Paul Saints vs Toledo Mud Hens | 3 - 2 | status: finished | result: home_win
[업서트] MLS | Charlotte Knights vs Gwinnett Stripers | 4 - 5 | status: finished | result: away_win
[업서트] MLS | Omaha Storm Chasers vs Durham Bulls | 6 - 7 | status: finished | result: away_win
[업서트] MLS | Sugar Land Space Cowboys vs Las Vegas Aviators | 7 - 3 | status: finished | result: home_win
[업서트] MLS | Sugar Land Space Cowboys vs Las Vegas Aviators | 5 - 2 | status: finished | result: home_win
[업서트] MLS | Diablos Rojos del México vs Acereros de Monclova | null - null | status: postponed | result: pending
[업서트] MLS | Piratas de Campeche vs Caliente de Durango | 6 - 5 | status: finished | result: home_win
[업서트] MLS | Wei Chuan Dragons vs Uni-President Lions | 4 - 1 | status: finished | result: home_win
[업서트] MLS | CTBC Brothers vs Fubon Guardians | 10 - 0 | status: finished | result: home_win
[업서트] MLS | Rakuten Monkeys vs TSG Hawks | 2 - 1 | status: finished | result: home_win
[업서트] MLS | L and D Amsterdam vs UVV Utrecht | 11 - 7 | status: finished | result: home_win
[업서트] MLS | Curaçao Neptunus vs Corendon Kinheim | 13 - 6 | status: finished | result: home_win
[업서트] MLS | Twins Oosterhout vs Hoofddorp Pioniers | 2 - 6 | status: finished | result: away_win
[업서트] MLS | Hiroshima Toyo Carp vs Tohoku Rakuten Golden Eagles | 5 - 2 | status: finished | result: home_win
[업서트] MLS | Chunichi Dragons vs Hokkaido Nippon-Ham Fighters | 4 - 1 | status: finished | result: home_win
[업서트] MLS | Tokyo Yakult Swallows vs Orix Buffaloes | 2 - 4 | status: finished | result: away_win
[업서트] MLS | Hanshin Tigers vs Fukuoka SoftBank Hawks | 1 - 3 | status: finished | result: away_win
[업서트] MLS | Yokohama DeNA BayStars vs Chiba Lotte Marines | 9 - 10 | status: finished | result: away_win
[업서트] MLS | Yomiuri Giants vs Saitama Seibu Lions | 0 - 5 | status: finished | result: away_win
[업서트] MLS | Leones de Yucatán vs Toros de Tijuana | 3 - 5 | status: finished | result: away_win
[업서트] MLS | Olmecas de Tabasco vs Charros de Jalisco | 5 - 6 | status: finished | result: away_win
[업서트] MLS | Minnesota Lynx vs Los Angeles Sparks | 82 - 66 | status: finished | result: home_win
[업서트] MLS | Brampton Honey Badgers vs Ottawa BlackJacks | 76 - 89 | status: finished | result: away_win
[업서트] MLS | Montenegro Basketball Women vs Portugal Basketball Women | 49 - 63 | status: finished | result: away_win
[업서트] MLS | Great Britain Basketball Women vs Germany Basketball Women | 67 - 80 | status: finished | result: away_win
[업서트] MLS | KK Partizan vs KK Spartak Subotica | 94 - 74 | status: finished | result: home_win
[업서트] MLS | Start Lublin vs Legia Warszawa | 82 - 92 | status: finished | result: away_win
[업서트] MLS | AS Monaco Basket vs Paris Basketball | 80 - 74 | status: finished | result: home_win
[업서트] MLS | Belgium Basketball Women vs Czech Republic Basketball Women | 72 - 60 | status: finished | result: home_win
[업서트] MLS | Real Madrid Baloncesto vs Valencia Basket | 102 - 96 | status: scheduled | result: home_win
[업서트] MLS | Scarborough Shooting Stars vs Niagara River Lions | 102 - 70 | status: finished | result: home_win
[업서트] MLS | Instituto de Cordoba vs Regatas Corrientes | 82 - 72 | status: finished | result: home_win
[업서트] MLS | Edmonton Stingers vs Winnipeg Sea Bears | 98 - 85 | status: finished | result: home_win
[업서트] MLS | Manawatu Jets vs Canterbury Rams | 92 - 86 | status: finished | result: home_win
[업서트] MLS | Auckland Tuatara vs Southland Sharks | 80 - 86 | status: finished | result: away_win
[업서트] MLS | Sweden Basketball Women vs Spain Basketball Women | 75 - 78 | status: scheduled | result: away_win
[업서트] MLS | Calgary Surge vs Vancouver Bandits | 100 - 83 | status: finished | result: home_win
[업서트] MLS | Atlanta Dream vs Chicago Sky | 93 - 80 | status: finished | result: home_win
[업서트] MLS | Las Vegas Aces vs Indiana Fever | 89 - 81 | status: finished | result: home_win
[업서트] MLS | Washington Mystics vs Dallas Wings | 91 - 88 | status: scheduled | result: home_win
[업서트] MLS | Seattle Storm vs New York Liberty | 89 - 79 | status: finished | result: home_win
[업서트] MLS | Montreal Alliance vs Saskatchewan Rattlers | 93 - 89 | status: finished | result: home_win
[업서트] MLS | Los Angeles Knight Riders vs Seattle Orcas | 178 - 177 | status: finished | result: home_win
[업서트] MLS | MI New York vs Washington Freedom | 188 - 189 | status: finished | result: away_win
[업서트] MLS | Spain Hockey vs Ireland Hockey | 9 - 1 | status: finished | result: home_win
[업서트] MLS | Belgium Hockey vs India Hockey | 3 - 4 | status: finished | result: away_win
[업서트] MLS | England Hockey vs Australia Hockey | 2 - 1 | status: finished | result: home_win
[업서트] MLS | Germany Hockey vs Argentina Hockey | 4 - 3 | status: finished | result: home_win
[업서트] MLS | Abbotsford Canucks vs Charlotte Checkers | 3 - 4 | status: scheduled | result: away_win
[업서트] MLS | Botany Swarm vs West Auckland Admirals | 6 - 3 | status: finished | result: home_win
[업서트] MLS | Maryland Whipsnakes vs Carolina Chaos | 20 - 6 | status: finished | result: home_win
[업서트] MLS | Denver Outlaws vs Utah Archers | 13 - 10 | status: finished | result: home_win
[업서트] MLS | Maryland Whipsnakes vs Boston Cannons | 12 - 13 | status: scheduled | result: away_win
[업서트] MLS | Calgary Stampeders vs Ottawa Redblacks | 12 - 20 | status: finished | result: away_win
[업서트] MLS | Toronto Argonauts vs Saskatchewan Roughriders | 32 - 39 | status: finished | result: away_win
[업서트] MLS | Vienna Vikings vs Rhein Fire | 26 - 33 | status: finished | result: away_win
[업서트] MLS | Nordic Storm vs Wrocław Panthers | 47 - 19 | status: finished | result: home_win
[업서트] MLS | Helvetic Mercenaries vs Raiders Tirol | 12 - 44 | status: finished | result: away_win
[업서트] MLS | Port Adelaide Football Club vs Sydney Swans | 46 - 71 | status: finished | result: away_win
[업서트] MLS | Carlton Football Club vs North Melbourne Football Club | 73 - 84 | status: finished | result: away_win
[업서트] MLS | Collingwood Football Club vs St Kilda Football Club | 108 - 74 | status: finished | result: home_win
[업서트] MLS | Rieleros de Aguascalientes vs El Águila de Veracruz | 3 - 3 | status: finished | result: draw
[업서트] MLS | Saraperos de Saltillo vs Pericos de Puebla | 7 - 8 | status: finished | result: away_win
[업서트] MLS | Nashville Sounds vs Iowa Cubs | 7 - 4 | status: finished | result: home_win
[업서트] MLS | LG Twins vs Doosan Bears | 5 - 6 | status: finished | result: away_win
[업서트] MLS | Diablos Rojos del México vs Acereros de Monclova | 1 - 4 | status: finished | result: away_win
[업서트] MLS | Corendon Kinheim vs Curaçao Neptunus | 1 - 5 | status: finished | result: away_win
[업서트] MLS | Louisville Bats vs Scranton-Wilkes-Barre RailRiders | 3 - 4 | status: finished | result: away_win
[업서트] MLS | CTBC Brothers vs Fubon Guardians | 5 - 4 | status: finished | result: home_win
[업서트] MLS | St. Paul Saints vs Toledo Mud Hens | 7 - 18 | status: finished | result: away_win
[업서트] MLS | San Diego Padres vs Kansas City Royals | 5 - 6 | status: finished | result: away_win
[업서트] MLS | Los Angeles Dodgers vs Washington Nationals | 6 - 5 | status: finished | result: home_win
[업서트] MLS | Colorado Rockies vs Arizona Diamondbacks | 8 - 14 | status: finished | result: away_win
[업서트] MLS | Minnesota Twins vs Milwaukee Brewers | 6 - 17 | status: finished | result: away_win
[업서트] MLS | Los Angeles Angels vs Houston Astros | 2 - 3 | status: finished | result: away_win
[업서트] MLS | San Francisco Giants vs Boston Red Sox | 5 - 7 | status: finished | result: away_win
[업서트] MLS | Minnesota Twins vs Milwaukee Brewers | 0 - 9 | status: finished | result: away_win
[업서트] MLS | Chicago Cubs vs Seattle Mariners | 10 - 7 | status: finished | result: home_win
